Type,Interactions,Allergies,Review,Use,Drug,Indication,AvoidUse,Sides,Condition
 rx,A product that may interact with this drug is: rosiglitazone.,INSULINS - HUMAN,9  User Reviews        ,"Insulin  detemir is used with a proper  diet and exercise  program to control high  blood sugar  in people with  diabetes . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke .",Levemir FlexTouch subcutaneous, label,"Liver Problems, Kidney Disease, low blood sugar, Low Amount of Potassium in the Blood","Injection site reactions (such as pain, redness, irritation) and swelling of the hands/feet may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Prevention of Type 2 Diabetes Mellitus
 otc,A product that may interact with this drug is: rosiglitazone.,INSULINS  INSULINS - HUMAN,8  User Reviews        ,"Insulin  regular is used with a proper  diet and exercise  program to control high  blood sugar  in people with  diabetes . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke .",Humulin R injection, label,"Liver Problems, Kidney Disease, low blood sugar, Low Amount of Potassium in the Blood","Injection site reactions (such as pain, redness, irritation) may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Prevention of Type 2 Diabetes Mellitus
 rx,"Other medications can affect the removal of this medication from your body, which may affect how alogliptin/pioglitazone works. Examples include gemfibrozil, rifamycins (such as rifampin/rifabutin), among others.","GLIPTINS (DPP-4 INHIBITORS)  (DO NOT USE, NOT SCREENED) BENZOATE ANALOGUES   PIOGLITAZONE",8  User Reviews        ,"This combination medication is used with a proper  diet and exercise  program to control high  blood sugar  in people with  type 2 diabetes . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke .",Oseni oral, label,"Macular Edema, Chronic Heart Failure, Severe Heart Failure, Suddenly Serious Symptoms of Heart Failure, Liver Problems, Acute Inflammation of the Pancreas, Bloody Urine, Recent Operation, Fever, Visible Water Retention, Abnormal Liver Function Tests, Broken Bone, Injury, infection, cancer of the bladder, low blood sugar, Water Retention, Moderate to Severe Kidney Impairment",See also Warning section.,Prevention of Type 2 Diabetes Mellitus
 rx,"Other medications can affect the removal of linagliptin from your body, which may affect how linagliptin works. One example is rifampin, among others.",GLIPTINS (DPP-4 INHIBITORS),8  User Reviews        ,"This  medication  is a combination of 2 drugs: empagliflozin and linagliptin. It is used with a proper  diet and exercise  program to control high  blood sugar  in people with  type 2 diabetes . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke . Empagliflozin works by increasing the removal of sugar by your  kidneys . Linagliptin works by increasing levels of natural substances called incretins. Incretins help to control blood sugar by increasing  insulin  release, especially after a meal. They also decrease the amount of sugar your  liver  makes.",Glyxambi oral, label,"Pancreatitis, Severe Renal Impairment, Mild to Moderate Kidney Impairment, Decreased Blood Volume, low blood sugar, High Cholesterol, Moderate to Severe Kidney Impairment","Frequent urination ,  dizziness , or lightheadedness may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Prevention of Type 2 Diabetes Mellitus
 otc,"Some products that may interact with this drug include: repaglinide, rosiglitazone.",INSULINS  INSULINS - HUMAN  PROTAMINE,7  User Reviews        ,"Insulin  isophane is used with a proper  diet and exercise  program to control high  blood sugar  in people with  diabetes . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke .",Humulin N subcutaneous, label,"Liver Problems, Kidney Disease, low blood sugar, Low Amount of Potassium in the Blood","Injection site reactions (such as pain, redness, irritation) may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Prevention of Type 2 Diabetes Mellitus
 rx,A product that may interact with this drug is: rosiglitazone.,INSULINS - HUMAN,7  User Reviews        ,"Insulin  detemir is used with a proper  diet and exercise  program to control high  blood sugar  in people with  diabetes . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke .",insulin detemir subcutaneous, label,"Liver Problems, Kidney Disease, low blood sugar, Low Amount of Potassium in the Blood","Injection site reactions (such as pain, redness, irritation) and swelling of the hands/feet may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Prevention of Type 2 Diabetes Mellitus
 rx,"Beta-blocker medications (such as metoprolol, propranolol, glaucoma eye drops such as timolol) may prevent the fast/pounding heartbeat you would usually feel when your blood sugar level falls too low (hypoglycemia). Other symptoms of low blood sugar, such as dizziness, hunger, or sweating, are unaffected by these drugs.",BIGUANIDES,6  User Reviews        ,"Metformin is used with a proper  diet and exercise  program and possibly with other medications to control high  blood sugar . It is used in patients with  type 2 diabetes . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke . Metformin works by helping to restore your body's proper response to the  insulin  you naturally produce. It also decreases the amount of sugar that your  liver  makes and that your  stomach / intestines  absorb.",Riomet oral, offlabel,"Alcohol Intoxication, Heart Attack, Suddenly Serious Symptoms of Heart Failure, Liver Problems, Recent Operation, Fever, Shock, Severe Vomiting, Severe Diarrhea, Serious Lack of Oxygen in the Blood, Weakened Patient, Injury, infection, Sepsis Syndrome, low blood sugar, Pituitary Hormone Deficiency, Decreased Function of the Adrenal Gland, Inadequate Vitamin B12, Excess Body Acid, Extreme Loss of Body Water, Moderate to Severe Kidney Impairment, X-Ray Study with Intravenous Iodine Contrast Agent, Habit of Drinking Too Much Alcohol","Nausea, vomiting,  stomach  upset, diarrhea,  weakness , or a  metallic taste  in the  mouth  may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly. If stomach symptoms return later (after taking the same dose for several days or weeks), tell your doctor right away. Stomach symptoms that occur after the first days of your treatment may be signs of lactic acidosis.",Prevention of Type 2 Diabetes Mellitus
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",SULFONYLUREAS,6  User Reviews        ,"Glyburide  is used with a proper  diet and exercise  program to control high  blood sugar  in people with  type 2 diabetes . It may also be used with other  diabetes   medications . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke . Glyburide belongs to the class of drugs known as sulfonylureas. It lowers blood sugar by causing the release of your body's natural  insulin .",glyburide micronized oral, label,"Liver Problems, Severe Liver Disease, Kidney Disease, Severe Renal Impairment, Recent Operation, Body Temperature More Than 101 Degrees F, Weakened Patient, Injury, low blood sugar, Pituitary Hormone Deficiency, Addison's Disease, Hepatic Porphyria, Glucose-6-Phosphate Dehydrogenase (G6PD) Deficiency Anemia, Hemolytic Anemia, Severe Insufficiency of the Autonomic Nervous System, Habit of Drinking Too Much Alcohol","Nausea ,  heartburn ,  stomach  fullness, and  weight  gain may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Prevention of Type 2 Diabetes Mellitus
 rx,A product that may interact with this drug is: rosiglitazone.,INSULINS  INSULINS - HUMAN,6  User Reviews        ,"Insulin  glulisine is used with a proper  diet and exercise  program to control high  blood sugar  in people with  diabetes . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke .",Apidra SoloStar subcutaneous, label,"Liver Problems, Kidney Disease, low blood sugar, Low Amount of Potassium in the Blood","Injection site reactions (such as pain, redness, irritation) may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Prevention of Type 2 Diabetes Mellitus
 rx,"Other medications can affect the removal of canagliflozin from your body, which may affect how this medication works. Examples include rifamycins (such as rifampin, rifabutin), certain drugs used to treat seizures (such as phenobarbital, phenytoin), ritonavir, among others.",BIGUANIDES,6  User Reviews        ,"This medication is a combination of 2 drugs: canagliflozin and metformin. It is used with a proper  diet and exercise  program to control high  blood sugar  in people with  type 2 diabetes . Controlling high  blood sugar  helps prevent kidney damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke . This medication works by helping to restore your body's proper response to the  insulin  you naturally produce. It also increases the removal of sugar by your  kidneys , decreases how much sugar is made in your  liver , and decreases how much sugar your body takes in through your  stomach  and  intestines .",Invokamet oral, label,"Alcohol Intoxication, Heart Attack, Chronic Heart Failure, Suddenly Serious Symptoms of Heart Failure, Liver Problems, Severe Renal Impairment, Mild to Moderate Kidney Impairment, Decreased Calcification or Density of Bone, Recent Operation, Fever, Shock, Severe Vomiting, Severe Diarrhea, Serious Lack of Oxygen in the Blood, Weakened Patient, Injury, infection, Decreased Blood Volume, Sepsis Syndrome, low blood sugar, Pituitary Hormone Deficiency, Decreased Function of the Adrenal Gland, Inadequate Vitamin B12, High Cholesterol, Excess Body Acid, Extreme Loss of Body Water, High Amount of Potassium in the Blood, Moderate to Severe Kidney Impairment, X-Ray Study with Intravenous Iodine Contrast Agent, Habit of Drinking Too Much Alcohol",See also Warning section.,Prevention of Type 2 Diabetes Mellitus
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",SULFONYLUREAS,5  User Reviews        ,"Glyburide  is used with a proper  diet and exercise  program to control high  blood sugar  in people with  type 2 diabetes . It may also be used with other  diabetes   medications . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke . Glyburide belongs to the class of drugs known as sulfonylureas. It lowers blood sugar by causing the release of your body's natural  insulin .",Glynase oral, label,"Liver Problems, Severe Liver Disease, Kidney Disease, Severe Renal Impairment, Recent Operation, Body Temperature More Than 101 Degrees F, Weakened Patient, Injury, low blood sugar, Pituitary Hormone Deficiency, Addison's Disease, Hepatic Porphyria, Glucose-6-Phosphate Dehydrogenase (G6PD) Deficiency Anemia, Hemolytic Anemia, Severe Insufficiency of the Autonomic Nervous System, Habit of Drinking Too Much Alcohol","Nausea ,  heartburn ,  stomach  fullness, and  weight  gain may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Prevention of Type 2 Diabetes Mellitus
 rx,"Some products that may interact with this drug include: anti-platelet medications (e.g.,  clopidogrel ,  NSAIDs  such as  aspirin / ibuprofen ), "" blood thinners "" (e.g.,  enoxaparin , heparin,  warfarin ), clot-dissolving drugs (e.g., thrombolytics such as alteplase).", ,Be the first to review it,"Protein C is a natural substance in your body that helps to decrease clotting in the  blood  vessels. This  medication  is used to prevent and treat  blood clots  (e.g., venous thrombosis, purpura fulminans) in people who are born with a severe lack of protein C.","protein C concentrate, human intravenous", label,"Kidney Disease, Decreased Platelets due to the Medication Heparin","Lightheadedness may occur. If this effect persists or worsens, tell your doctor or pharmacist promptly.",Protein C Deficiency Disease
 rx,"Beta-blocker medications (such as metoprolol, propranolol, glaucoma eye drops such as timolol) may prevent the fast/pounding heartbeat you would usually feel when your blood sugar level falls too low (hypoglycemia). Other symptoms of low blood sugar, such as dizziness, hunger, or sweating, are unaffected by these drugs.","GLIPTINS (DPP-4 INHIBITORS)  (DO NOT USE, NOT SCREENED) BENZOATE ANALOGUES  BIGUANIDES",5  User Reviews        ,"This combination medication is used with a proper  diet and exercise  program to control high  blood sugar  in people with  type 2 diabetes . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke .",Kazano oral, label,"Alcohol Intoxication, Heart Attack, Chronic Heart Failure, Suddenly Serious Symptoms of Heart Failure, Liver Problems, Acute Inflammation of the Pancreas, Recent Operation, Fever, Shock, Severe Vomiting, Severe Diarrhea, Abnormal Liver Function Tests, Serious Lack of Oxygen in the Blood, Weakened Patient, Injury, infection, Sepsis Syndrome, low blood sugar, Pituitary Hormone Deficiency, Decreased Function of the Adrenal Gland, Inadequate Vitamin B12, Excess Body Acid, Extreme Loss of Body Water, Moderate to Severe Kidney Impairment, X-Ray Study with Intravenous Iodine Contrast Agent, Habit of Drinking Too Much Alcohol",See also Warning section.,Prevention of Type 2 Diabetes Mellitus
 rx,A product that may interact with this drug is: rosiglitazone.,INSULINS - HUMAN,4  User Reviews        ,"Insulin  lispro is used with a proper  diet and exercise  program to control high  blood sugar  in people with  diabetes . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke .",insulin lispro subcutaneous, label,"Liver Problems, Kidney Disease, low blood sugar, Low Amount of Potassium in the Blood","Injection site reactions (such as pain, redness, irritation) may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Prevention of Type 2 Diabetes Mellitus
 otc,A product that may interact with this drug is: rosiglitazone.,INSULINS  INSULINS - HUMAN,4  User Reviews        ,"Insulin  regular is used with a proper  diet and exercise  program to control high  blood sugar  in people with  diabetes . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke .",insulin regular human injection, label,"Liver Problems, Kidney Disease, low blood sugar, Low Amount of Potassium in the Blood","Injection site reactions (such as pain, redness, irritation) may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Prevention of Type 2 Diabetes Mellitus
 rx,"This drug should not be used with the following medications because very serious interactions may occur: activated charcoal, drugs that help digestion (e.g.,  amylase ,  pancreatin ).", ,4  User Reviews        ,"Miglitol  is used along with a proper  diet and exercise  program to control high  blood sugar  in people with  type 2 diabetes . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke . Miglitol works by slowing the absorption of carbohydrates from your diet, so that your blood sugar does not rise as much after a meal.",Glyset oral, label,"Ulcerated Colon, Inflammatory Bowel Disease, Stomach or Intestine Blockage, Ulcerative Bowel Lesion, Kidney Disease, low blood sugar","Diarrhea , gas,  upset stomach , or  stomach pain  may occur in the first few weeks of treatment as your body adjusts to this medication but usually improve with time. If any of these effects persist or worsen, notify your doctor or pharmacist promptly.",Prevention of Type 2 Diabetes Mellitus
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.", ,4  User Reviews        ,"Exenatide  is used with a proper  diet and exercise  program to control high  blood sugar . It is used by people with  type 2 diabetes . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke .",exenatide subcutaneous, label,"Pancreatitis, High Blood Pressure, Stomach Muscle Paralysis and Decreased Function, Gallstones, Kidney Transplant, Severe Renal Impairment, Mild to Moderate Kidney Impairment, Severe Vomiting, Severe Diarrhea, adenocarcinoma cancer of the pancreas, low blood sugar, Extreme Loss of Body Water, Habit of Drinking Too Much Alcohol",See also Warning section.,Prevention of Type 2 Diabetes Mellitus
 rx,"Keep a list of all your  medications  with you, and share the list with your doctor and pharmacist.",COBALT  COBALAMIN AND DERIVATIVES,5  User Reviews        ,Consult your pharmacist.,Neurin-SL sublingual, label,"Leber's Hereditary Optic Atrophy, Atrophic Gastritis, Operation to Remove Stomach, Low Amount of Potassium in the Blood",Consult your pharmacist.,Prevention of Vitamin B12 Deficiency
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",SULFONYLUREAS,17  User Reviews        ,"Glipizide  is used with a proper  diet and exercise  program to control high  blood sugar  in people with  type 2 diabetes . It may also be used with other  diabetes   medications . Controlling high  blood sugar  helps prevent  kidney  damage, blindness, nerve problems, loss of limbs, and sexual function problems. Proper control of  diabetes  may also lessen your risk of a  heart attack  or  stroke . Glipizide belongs to the class of drugs known as sulfonylureas. It lowers blood sugar by causing the release of your body's natural  insulin .",Glucotrol oral, label,"Liver Problems, Kidney Disease, Recent Operation, Body Temperature More Than 101 Degrees F, Severe Nausea and Vomiting that has Lasted a Long Time, Weakened Patient, Injury, low blood sugar, Pituitary Hormone Deficiency, Addison's Disease, Hepatic Porphyria, Glucose-6-Phosphate Dehydrogenase (G6PD) Deficiency Anemia, Hemolytic Anemia, Habit of Drinking Too Much Alcohol","Nausea,  vomiting , loss of appetite,  diarrhea ,  constipation ,  upset stomach ,  headache , and  weight  gain may occur. If any of these effects persist or worsen, tell your doctor or pharmacist promptly.",Prevention of Type 2 Diabetes Mellitus
 rx,"Drug interactions may change how your medications work or increase your risk for serious side effects. This document does not contain all possible drug interactions. Keep a list of all the products you use (including prescription/nonprescription drugs and herbal products) and share it with your doctor and pharmacist. Do not start, stop, or change the dosage of any medicines without your doctor's approval.",SULFONYLUREAS  BIGUANIDES,16  User Reviews        ,This anti-diabetic medication is a combination of 2 drugs ( glipizide  and metformin). It is used along with a  diet and exercise  program to control high  blood sugar  in patients with  type 2 diabetes .,glipizide-metformin oral, label,"Alcohol Intoxication, Heart Attack, Suddenly Serious Symptoms of Heart Failure, Liver Problems, Kidney Disease, Recent Operation, Fever, Body Temperature More Than 101 Degrees F, Shock, Severe Nausea and Vomiting that has Lasted a Long Time, Severe Vomiting, Severe Diarrhea, Serious Lack of Oxygen in the Blood, Weakened Patient, Injury, infection, Sepsis Syndrome, low blood sugar, Pituitary Hormone Deficiency, Addison's Disease, Decreased Function of the Adrenal Gland, Inadequate Vitamin B12, Excess Body Acid, Extreme Loss of Body Water, Hepatic Porphyria, Glucose-6-Phosphate Dehydrogenase (G6PD) Deficiency Anemia, Hemolytic Anemia, Moderate to Severe Kidney Impairment, X-Ray Study with Intravenous Iodine Contrast Agent, Habit of Drinking Too Much Alcohol",See also Warning section.,Prevention of Type 2 Diabetes Mellitus
